Sentiment,Sentence,Clean sentences
3087,1,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",metal gained 41 percent year demand china world largest user increased
3088,1,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",ragutis controlled finnish brewery olvi achieved 57 percent rise beer sales 226 million liters held 1075 percent market share
3089,1,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",reporting period company operating profit grew 432 eur 6 million
3090,1,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",9 september 2010 finnish stationery gift retailer tiimari hel tii1v said today net sales rose 2 yearonyear eur5 7 august 2010 driven growth finland demand baltics remained weak
3091,0,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",start negotiations relating glaston efficiency program announced october
3092,1,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,finnish department store chain stockmann oyj abp net profit rose 398 mln euro 568 mln first nine months 2007 374 mln euro 534 mln period 2006
3093,1,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,earnings per share higher 048 037 year ahead market consensus 040 eur
3094,1,`` Demand for sports equipment was good in 2005 .,demand sports equipment good 2005
3095,1,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",operating profit net sales sixmonth period increased respectively eur7 5 eur655 5 compared corresponding period 2005
3096,1,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",net interest income eur 393 mn eur 327 mn
3097,1,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",cash flow operations totalled eur 74 mn compared negative eur 686 mn second quarter 2008
3098,-1,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,pharmaceuticals group orion corp reported fall thirdquarter earnings hit larger expenditures rd marketing
3099,1,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",significant experience smartphone functionality development mobile internet services uniting two smooth user experience
3100,0,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",interesting export markets russia baltic countries scandinavia
3101,0,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",companies 20000 sq office commercial building substantial amount building right new shopping center liljeholmen stockholm
3102,0,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",cosmetics collection includes eye shadow face powder lip gloss mascara accessories
3103,-1,"In the Baltic countries , sales fell by 42.6 % .",baltic countries sales fell 426
3104,1,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,increase net sales due acquisition swedish silva produces garden tools boats
3105,-1,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,personnel reductions primarily affect working parent company diagnostics business production logistics liquid handling business
3106,0,The order also includes start-up and commissioning services .,order also includes startup commissioning services
3107,0,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",argentine agricultural export company calafate tapped compatriot firm finnegans software solution latter company said statement
3108,1,"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",exports accounted 654 net sales representing time record company
3109,1,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,cdli highlights companies provided comprehensive response carbon disclosure project cdp information request
3110,0,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",subscription fortum ownership tgk10 increased slightly 76 shares voting rights
3111,-1,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decreased 37 eur 1931 mn eur 3056 mn
3112,0,"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",flurry analytics spokesperson said measuring windows phone 7 data weeks firm doublechecked data make sure 66 per cent rise aberration
3113,-1,As a result some 20 persons will no longer be needed .,result 20 persons longer needed
3114,0,Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,operating loss landed eur39m including oneoffs eur27m excluding oneoffs
3115,0,RSA 's shares closed at 156.9 p at the time of going to press .,rsa shares closed 1569 p time going press
3116,-1,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,chief executive officer ollipekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry
3117,-1,The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,low capacity utilisation rate steel production considerably increases fixed costs per unit steel produced
3118,0,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",asia earlier japan nikkei index fell 062 percent hong kong hang seng index rose 056 percent
3119,0,Aspo serves demanding business-to-business customers .,aspo serves demanding businesstobusiness customers
3120,0,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",motorola inc united states came second shipments 2174 million units 213 percent market share followed south korea samsung electronics co shipments 1180 million units 116 percent share
3121,-1,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",see market continues tight magazine papers target close deals end year
3122,-1,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",however increases signaling traffic wastes network resources allows fewer smartphones connect
3123,1,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,finnish automation solutions developer cencorp corporation omx helsinki cnc1v said friday 27 june completed employee negotiations regarding reorganisation operations
3124,1,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",iggesunds bruk sweden one advanced fully integrated pulp paperboard mills world
3125,0,"In Finland , 71 % of paper and paperboard is reclaimed .",finland 71 paper paperboard reclaimed
3126,-1,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",biohit said reduce number leased personnel 10 lay 10 personnel
3127,1,The effect of the savings will be noticeable as of the beginning of 2010 .,effect savings noticeable beginning 2010
3128,1,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",finnish telecoms software developer tecnomen oyj said december 5 2006 33 mln 25 mln euro order supply expansion charging messaging systems mobile fixed networks brasil telecom
3129,0,EB will hold the exclusive rights to market the new entity 's product .,eb hold exclusive rights market new entity product
3130,-1,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ ??",copper lead nickel also dropped hbos hbos plummeted 20 703 pence saying year
3131,0,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,contract includes option deliver additional 75 ascs next phases project
3132,1,A profit is still on target .,profit still target
3133,0,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",cramo headquartered vantaa finland rents construction machinery equipment well rents sells modular space
3134,0,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",board machine wire width 625 design speed 900 mmin produce close 1400 tonnes folding boxboard per day
3135,-1,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",dolce gabbana asked european union declare marimekko corporation unikko floral pattern trademark invalid continuing dispute two companies
3136,0,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,share subscription period c options commence 1 september 2008 expire 31 march 2011
3137,0,The first group of customers to be trained will be paint-shop owners and their assistants .,first group customers trained paintshop owners assistants
3138,-1,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",profit period totalled eur 11 mn eur 16 mn third quarter 2008
3139,1,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",current year raute expects net sales increase operating result positive
3140,0,The measures taken will cause one-time costs during the final part of 2006 .,measures taken cause onetime costs final part 2006
3141,0,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",company designs manufactures markets highquality clothing interior decoration textiles bags accessories
3142,0,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",china unicom nyse chu hkse 0762 shse 600050 second largest mobile carrier country
3143,-1,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",say number deals become normalized moment therefore decided devalue apartments sale added
3144,1,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",december alone members lithuanian brewers association sold total 203 million liters beer increase 19 percent sales 1992 million liters december 2004
3145,1,The shopping center will have a prime location right next to the Myllypuro metro station .,shopping center prime location right next myllypuro metro station
3146,0,The ore body is sufficient to support anticipated production for at least 46 years .,ore body sufficient support anticipated production least 46 years
3147,1,"Exel Composites ' long-term growth prospects remain favourable , however .",exel composites longterm growth prospects remain favourable however
3148,1,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",company makes garden tools scissors consumer goods said earnings boosted 69 mln eur income received 167 pct shareholding finnish engineering group wartsila
3149,-1,The air traffic of Finland has been in stoppage since then .,air traffic finland stoppage since
3150,0,"In future , the plant will focus on the production of flange profiles for wind farm towers .",future plant focus production flange profiles wind farm towers
3151,1,"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",disposal autotank also strengthen aspo capital structure commented gustav nyberg ceo aspo
3152,-1,They are also upset that some of the machinery and work is taken over to Poland .,also upset machinery work taken poland
3153,0,"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 .",addition yit reserved epi russia right expand logistics center 100000 m2
3154,1,"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",last quarter 2010 componenta net sales doubled eur131m eur76m period year earlier moved zero pretax profit pretax loss eur7m
3155,-1,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit eur 16 mn 2005 compared eur 59 mn 2004
3156,1,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",efore presence also opens new interesting development opportunities students dean faculty electronics communications automation tkk said
3157,1,The effect of the savings will be noticeable as of the beginning of 2010 .,effect savings noticeable beginning 2010
3158,0,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",new system include 60 mc3090 pdas motorola used 60 poundstretcher operatives across 3 shifts integrate realtime company existing warehouse management system aldata gold stock went live may 2008
3159,0,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",hkscan headquartered turku finland leading northern european food group 10000 employees nine countries
3160,1,Consumption is forecast to grow by about 2 % .,consumption forecast grow 2
3161,0,"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",aldata solution global company engaged supplier consumer business process optimization announced details dollars dinosaurs program
3162,1,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,orion pharma operating profit increased 425 2004
3163,0,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,qpr product family fully compatible microsoft windows 7 operating system
3164,-1,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,bosse added trygvesta financial strength acquire entire unit
3165,0,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",finnish printed circuit boards pcbs maker aspocomp group oyj said december 4 2006 named henry gilchrist senior vice president group asian operations january 8 2007
3166,-1,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,earnings per share eps 2005 decreased eur1 87 eur1 89 2003
3167,0,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",split number k shares 9 540 000 number shares 26 885 540
3168,-1,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish media company talentum oyj net profit decreased 25 mln euro 40 mln first quarter 2008 30 mln euro 47 mln period 2007
3169,1,"This truly takes efficiency to new heights , '' Mr. Metso adds .",truly takes efficiency new heights mr metso adds
3170,-1,This is bad news for the barbeque season .,bad news barbeque season
3171,0,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",company operates business two reportable segments including banking investment services nonlife insurance
3172,0,The goal is significant expansion in Finland and in the northern Baltic region .,goal significant expansion finland northern baltic region
3173,-1,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,operating profit excluding nonrecurring items eur 78 million compared eur 112 million
3174,-1,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,finnish forest industry group stora enso oyj issued thursday 20 march profit warning first quarter 2008
3175,-1,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",revenue slightly x20ac 495 million 634 million compared x20ac 497 million year earlier
3176,0,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",purposes possible acquisition pkc would establish subsidiary poland
3177,1,UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,upmkymmene generated thirtyone consecutive quarters positive ebitda
3178,1,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,robust growth result inclusion clothing chain lindex group december 2007
3179,-1,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",offer deemed low finnlines board stands 4 pm tomorrow
3180,0,"The contract includes software licences , application maintenance and training .",contract includes software licences application maintenance training
3181,-1,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,finnish airline finnair starting temporary layoffs cabin crews february 2010
3182,-1,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today slipped net loss eur 815 million usd 118 2009 profit eur 293 million 2008
3183,0,The company is listed on the Nordic Exchange in Helsinki .,company listed nordic exchange helsinki
3184,1,This resulted in improved sales figures in Sweden .,resulted improved sales figures sweden
3185,0,"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",15 initial public offerings announced sweden year compared two period year earlier bloomberg data shows
3186,1,Exports grew 16.5 percent to 19.1 million liters .,exports grew 165 percent 191 million liters
3187,-1,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,acquisition landsbanken sverige 2009 burdened performance eur 30 mn
3188,1,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",dutch broker noted nokian tyres reported good first quarter 2006 line consensus
3189,0,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,insolvency act regulates amount debt borrowers permitted write
3190,-1,Device volume in the area decreased by 21 % to 2.7 mn units .,device volume area decreased 21 27 mn units
3191,0,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",profitable make pulp paper sawn goods areas combination factors good
3192,1,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",ebit totalled eur 144 mn compared loss eur 03 mn corresponding period 2009
3193,0,"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",337 pm eastern time block 2400 contracts changed hands bid price 045
3194,1,"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",rose 157 248 finland abroad respectively eur 7 million eur 42 million due 40 growth russia
3195,0,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,work netapp included strategically repositioning brand category major global relaunch
3196,0,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",operates three distinct brands united supermarkets market street united supermercado
3197,1,"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",telenor three half year contract worth estimated 126 yit chosen telenor elisa principal suppliers ict solutions norway sweden denmark finland
3198,1,"This truly takes efficiency to new heights , '' Mr. Metso adds .",truly takes efficiency new heights mr metso adds
3199,0,"As part of the transaction , the +_+Ænekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",part transaction nekoski paper mill remained mreal ownership continued galerie art production sappi longterm contract
3200,-1,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",finnish financial software solutions developer basware oyj said net profit fell 884000 euro 12 mln first quarter 2007 20 mln euro 27 mln year earlier
3201,1,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,business boomed ostrom helped plant small story rapala lures life magazine issue featured marilyn monroe cover
3202,-1,EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,emsa deputy chairman board juri lember told bns wednesday first time heard strike swedish side informed estonian union yet
3203,-1,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",1259 pm omx helsinki 25 index 032 pct lower 269481
3204,-1,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,operating profit fell eur 151 mn eur 246 mn 2006
3205,-1,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",profitability ebit 136 compared 143 q2 2009
3206,-1,Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,hobby hall sales decrease 26 pct due implementing new information system involved changing principal posting sales
3207,0,Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,sources said nokia would unveil new phone codenamed tube october 2 analyst media event london
3208,-1,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",finnish management software solutions provider ixonos oyj net profit decreased 369000 euro 575000 first quarter 2008 669000 euro 10 mln period 2007
3209,1,The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,divestment raisio margarine business may 2009 gave company clearer focus grainbased products
3210,0,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,new organization consists two business units charging messaging finance administration
3211,-1,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,return investment roi 41 compared 438 first half 2008
3212,0,"Its annual capacity is some 10,000 MW .",annual capacity 10000 mw
3213,-1,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,diluted earnings per share eps declined eur 078 eur 176
3214,-1,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",due rapid decrease net sales personnel reductions carried wider scale initially expected
3215,0,Union and company officials did not return calls yesterday .,union company officials return calls yesterday
3216,-1,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales eur 496 mn first quarter 2009 per cent smaller corresponding period 2008
3217,-1,Most of the layoffs will be in Finland .,layoffs finland
3218,0,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",recent technology deliveries include refinery technology anrak aluminium iron ore pelletizing plant tata steel iron ore sintering plants bhushan steel
3219,-1,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",alma media operating profit amounted eur 119 mn eur 150 mn year earlier
3220,-1,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,cramo slipped pretax loss eur 67 million pretax profit eur 589 million
3221,-1,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",however rapidly increasing costs strengthening euro challenging whole industry impacted results
3222,1,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",selects third party logistics leader transplace bestinclass technology procurement capabilities leading specialty packaging manufacturer employs complete 3pl solution supply chain visibility transportation efficiency increase service levels ontime deliveries
3223,-1,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",konecranes previously communicated estimated reduction 1600 employees group level 2009
3224,0,We have made long-term investments in developing the system 's implementation model .,made longterm investments developing system implementation model
3225,-1,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",operating profit totaled eur 94 mn eur 117 mn 2004
3226,1,"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",atria launch campaign september promote campomos brand moscow market said
3227,1,"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",outotec said new orders worth 4929 mln eur quarter compared 2404 mln eur year earlier
3228,1,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",sales department store division hobby hall increased 7 sales clothing store subsidiary seppala decreased 4
3229,0,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,member board numerous companies shareholder boardman ltd board specialist network
3230,1,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,commission applauded applying factbased datadriven approach providing clarity future petitions
3231,-1,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",adp news feb 12 2009 finnish construction company lemminkainen oyj hel lem1s said today net profit decreased eur 635 million usd 811 2008 eur 806 million 2007
3232,0,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",spokesman said food store center subject council local support could comprise supermarket smaller store niche outlets firmed following consultation council local community regarding appropriate uses occupiers
3233,1,EBIT margin was up from 1.4 % to 5.1 % .,ebit margin 14 51
3234,0,The customer is cooperative retailer Osuuskauppa Suur-Savo .,customer cooperative retailer osuuskauppa suursavo
3235,1,The company is well positioned in Brazil and Uruguay .,company well positioned brazil uruguay
3236,1,Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,return equity stood 183 compared 154 third quarter 2005
3237,1,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,swiss franc surged record 142 euros reported sharpest gain manufacturing march
3238,-1,Finnish media group Talentum has issued a profit warning .,finnish media group talentum issued profit warning
3239,1,"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",telenor three half year contract worth estimated 126 yit chosen telenor elisa principal suppliers ict solutions norway sweden denmark finland
3240,-1,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,srv lowered net sales estimate whole 2008 due uncertainties housing sales
3241,1,Productional situation has now improved .,productional situation improved
3242,-1,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,sales unit slumped last year industry hit poor snowfall major resorts winter 200607
3243,0,"SCOPI Chief Business Excellence Officer , Eng .",scopi chief business excellence officer eng
3244,-1,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",acando ab acanb ss fell 89 percent 1335 kronor lowest close since december 11
3245,1,Raisio 's malting capacity was in full use in 2008 .,raisio malting capacity full use 2008
3246,1,The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,group 12month operating profit grew 31 percent 3378 million euros
3247,0,"The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .",finnish real estate investment company interavanti oyj said monday 22 september agreed sell 65 ownership finnish ticket service company lippupiste oy cts eventim ag 561 managing director lippupiste oy
3248,1,"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",citigroup inc nyse c announced global transaction services gts business awarded new mandate finlandbased pohjola bank group
3249,-1,"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",sales finland decreased 105 january sales outside finland dropped 17
3250,1,"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",juha jordan chief engineer glaston said one reasons choosing vacon global ac drives supplier service support centres countries glaston operates
3251,1,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania
3252,-1,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki biobv issued tuesday 3 june profit warning financial year 2008
3253,0,The dividends payable annually shall be deducted from the share subscription price .,dividends payable annually shall deducted share subscription price
3254,0,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",change holdings accordance chapter 2 section 9 finnish securities markets act described
3255,1,"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .",jens schultebockum vodafone global director terminals said company expects sell one two million vodafone 125 225 models first year launch potentially tens millions lifetime device
3256,0,Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,pharmaceuticals netherlands brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market netherlands
3257,0,"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",vaisala present weather detector measures visibility 20 km well precipitation type intensity
3258,-1,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",finland city forssa said pay compensation food industry companies hk ruokatalo atria lye leak tap water occurred march 2008
3259,0,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",24hour news try icis news wwwiciscom click trial icis news
3260,-1,The company expects its net sales for the whole 2009 to remain below the 2008 level .,company expects net sales whole 2009 remain 2008 level
3261,1,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,stora enso thirdquarter pretax profit doubled eur 197mn
