Sentiment,Sentence,Clean sentences
2594,-1,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,net sales decreased eur 916 mn eur 109mn corresponding period 2005
2595,1,Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,elektrobit eb renewed infrastructure contract ict services provider fujitsu services eb patja service
2596,-1,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",according company addition normal seasonal fluctuation market situation weakened autumn 2008
2597,1,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",outotec oyj press release february 19 2008 1100 outotec two large minerals processing technology orders mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria
2598,-1,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .,net profit fell almost half 55 million 94 million end 2007
2599,1,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",18 may 2010 finnish electronics producer elcoteq se hel elqav said today signed extensive cooperation agreement industrialisation manufacturing distribution aftermarket services mobile phones japan sharp tyo 6753
2600,-1,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish media company talentum oyj net profit decreased 25 mln euro 40 mln first quarter 2008 30 mln euro 47 mln period 2007
2601,-1,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",media advisory ntsb said subsequent testing train detection system intermittently failed
2602,1,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,revenue grew 12 percent x20ac 36 billion us 45 billion
2603,-1,Prices and delivery volumes of broadband products decreased significantly in 2005 .,prices delivery volumes broadband products decreased significantly 2005
2604,-1,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",finnish suominen flexible packaging cutting 48 jobs unit tampere two nastola finland
2605,-1,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,eur5 9 h1 09 3 august 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 year eur5 9 first half 2009
2606,-1,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",however company saw net profit third quarter eur 14 million eur 15 million corresponding period 2009
2607,-1,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",scanfil systems supplier contract manufacturer communications sector start personnel negotiations oulu finland lay staff temporarily
2608,1,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,finnish metal components supplier componenta oyj said net profit went 35 mln euro 45 mln 2006 22 mln euro 28 mln 2005
2609,-1,"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",announcement pushed freenet shares 63 eur0 71 frankfurt trade eur10 65 investors gave hope united internet ag drillisch would pursue takeover breakup freenet
2610,1,"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",according ringman finnish paper companies acquired knowhow capacity paper recycling turned successful strategy
2611,1,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,ruukki order book end 2010 30 yearonyear 10 quarteronquarter
2612,-1,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",operating profit sixmonth period decreased eur21m net sales increased eur436 9 compared corresponding period 2007
2613,-1,A total of 140 jobs will be reduced at the Raahe Steel Works .,total 140 jobs reduced raahe steel works
2614,-1,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",outokumpu steel mill tornio finland suspected source
2615,1,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",speaking justdrinks today spokesperson olvi said performed well four countries operate namely finland estonia latvia lithuania
2616,1,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,efore results last quarter showed even faster improvement company managed better source components
2617,-1,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",tietoenator 113 pct 1838 extending recent lows last week secondquarter report dealers said
2618,-1,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",finnish plumbing heating systems supplier uponor net sales continuing business operations decreased eur 2491 mn julyseptember 2008 compared eur 2621 mn third quarter 2007
2619,-1,It is the most awkward thing to use if you 're holding the phone with one hand .,awkward thing use holding phone one hand
2620,1,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,aim annual improvement ruukki construction operating profit eur 3 million usd 41 starting 2009
2621,1,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",commission income increased 22 eur 44 mn lending volume rose 135
2622,-1,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",operating loss amounted eur 08 mn compared profit eur 39 mn year earlier
2623,1,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",consolidated operating profit excluding oneoff items eur 306 mn eur 296 mn year earlier
2624,-1,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",operating profit totalled eur 90 mn eur 97 mn first half 2008
2625,-1,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish media company talentum oyj net profit decreased 25 mln euro 40 mln first quarter 2008 30 mln euro 47 mln period 2007
2626,1,"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",second quarter 2010 raute net loss narrowed eur 123000 eur 15 million period 2009
2627,1,"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",raisio bid buy glisten winwin deal companies chairman uk snacks firm told justfood today 10 february
2628,-1,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",finnair tallinnbased subsidiary aero carried 23335 passengers decline 608 routes helsinki baltic capitals within southern finland
2629,-1,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",last year 83 million passengers flew airline 4 percent 2007
2630,-1,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",pretax loss totaled eur 12 mn profit eur 21 mn 2004
2631,-1,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",finland hobby hall sales decreased 10 international sales fell 19
2632,1,"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .",ebitda eur116m compared eur115m corresponding ebitda margin 33
2633,1,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",adp news feb 11 2009 finnish management software solutions provider ixonos oyj hel xns1v said today net profit rose eur 35 million usd 45 2008 eur 31 million 2007
2634,1,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,earnings per share eps rose eur 011 eur 003
2635,-1,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",building home improvement trade sales decreased 63 totalling eur 1541 mn
2636,-1,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,border guard service banned mooring company carshipping ferry test travel railroadcar terminal russian port border checkpoint yet ready
2637,-1,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",raute reported loss per share eur0 86 first half 2009 eps eur0 74 corresponding period 2008
2638,1,"The subscriptions increase Cargotec 's share capital by 36,780 euros .",subscriptions increase cargotec share capital 36780 euros
2639,-1,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",earnings per share eps first half 2007 amounted eur0 29 eur0 40 year ago
2640,-1,Net sales fell by 5 % from the previous accounting period .,net sales fell 5 previous accounting period
2641,-1,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,consolidated operating profit continuing operations decreased 623 eur 512 mn eur 1357 mn 2007
2642,-1,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",net sales finnish sanoma learning literature finnish media group sanoma decreased 36 januaryjune 2009 totalling eur 1628 mn eur 1688 mn corresponding period 2008
2643,1,"This truly takes efficiency to new heights , '' Mr. Metso adds .",truly takes efficiency new heights mr metso adds
2644,-1,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,operating loss totaled eur 03 mn compared profit eur 22 mn corresponding period 2007
2645,-1,`` Those uncertainties cloud the long-term outlook . '',uncertainties cloud longterm outlook
2646,-1,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,operating cash flow investments totalled eur 613 mn compared eur 753 mn corresponding period 2007
2647,-1,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,result negotiations company decided make 45 people redundant financial production grounds
2648,-1,Scanfil has also issued a profit warning .,scanfil also issued profit warning
2649,1,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",net sales surged 185 eur167 8 teleste said eur20 4 122 sales came acquisitions made 2009
2650,-1,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",finnish suominen flexible packaging cutting 48 jobs unit tampere two nastola finland
2651,1,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",adp news feb 12 2009 finnish solutions provider affecto oyj hel afe1v said today net profit rose eur 85 million usd 11m 2008 eur 7 million 2007
2652,1,Turnover rose to EUR21m from EUR17m .,turnover rose eur21m eur17m
2653,-1,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,nokia certainly disagree qualcomm views patent situation
2654,1,"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",largest elevator market world chinese output elevators continued rise 262000 units 2009 5 yronyr
2655,1,The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,acquisition kaupthing sverige bring significant positive nonrecurring addition group performance
2656,-1,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",operating profit nonrecurring items eur 83 mn first nine months 2008 compared eur 84 corresponding period 2007
2657,1,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",neste oil board proposed 100 eur dividend fullyear 2007 compared 090 eur year ago
2658,-1,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",however rapidly increasing costs strengthening euro challenging whole industry impacted results
2659,1,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,sale lead pretax capital gain eur 22 million finnish company 2011
2660,-1,GSK announced in November 2008 that it would close its operations in Dartford .,gsk announced november 2008 would close operations dartford
2661,1,EPS grew to 0.04 eur from 0.02 eur .,eps grew 004 eur 002 eur
2662,1,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",delighted announce support intel based handheld platforms capabilities made development easier faster
2663,-1,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fell 1 yearonyear 8561 tonnes september 2009
2664,-1,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,lt net profit whole 2010 dropped eur 36 million eur 45 million 2009
2665,-1,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,nokia certainly disagree qualcomm views patent situation
2666,1,"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",launch new 3g handsets nokia aims become winner china 3g market 2g market
2667,-1,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",operating loss totaled eur 08 mn compared profit eur 05 mn
2668,-1,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,market share decreased route helsinki finland tallinn estonia 01 percentage points 248
2669,-1,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation
2670,1,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",order intake grew 40 yearonyear 30 yearonyear respectively eur 576 million eur 17 billion respective januaryseptember julyseptember 2010 periods
2671,1,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",operating profit sales threemonth period increased respectively eur0 3 eur13 1 compared corresponding period 2005
2672,1,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",helsingin uutiset vantaan sanomat lansivayla reach 385000 readers 40 consumers greater helsinki region
2673,-1,The dismissed staff members will now take the matter to court unless it can be settled outside .,dismissed staff members take matter court unless settled outside
2674,1,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",revenue grew 2 percent x20ac 580 million 743 million x20ac 569 million
2675,-1,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,18 march 2010 leakage gypsum pond detected today talvivaara mine
2676,-1,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,earnings per share eps amounted loss eur0 06
2677,-1,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",according aktia asset management finnish analysts forecasts 2009 still high
2678,-1,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,finnish forest machinery manufacturer ponsse issued profit warning
2679,-1,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negotiation resulted reduction 80 people regular employment around half covered pension arrangements
2680,1,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,operating profit rose eur 47 mn eur 46 mn
2681,1,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,strand associates expanding madison corporate headquarters space add 100 employees engineering firm
2682,1,ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,abb deutsche bank upgraded recommendation swissswedish engineering group abb ltd buy hold
2683,-1,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",according company addition normal seasonal fluctuation market situation weakened autumn 2008
2684,-1,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",payment 2779 million litas interest longterm loan provided ragutis majority shareholder estonia le coq also added losses
2685,1,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",beijing xfnasia hong konglisted standard chartered bank said signed china mobile phone dealer financing agreement nokia making first foreign bank offer financing country small medium enterprise lr
2686,-1,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",however net sales declined eur 8036 million eur 12 billion
2687,-1,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",sampo bank market share lending 136 144 first quarter 2008
2688,1,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",significant milestone benefon helping us secure critical usp personal navigation product roadmap 2007 beyond commented simon button chief technology officer benefon
2689,-1,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",tightened competition situation production automation market affected net sales 2006 cencorp said
2690,1,"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .",finnish engineering technology company metso oyj said may 27 2008 completed acquisition paper machinery technology japanese engineering company mitsubishi heavy industries mhi undisclosed sum
2691,1,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,staff recruited japan complement network close 50 service locations 20 countries worldwide
2692,-1,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",operating profit 12month period decreased eur2 9 turnover increased eur24 5 compared financial year 2004
2693,-1,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",net sales finnish sanoma learning literature finnish media group sanoma decreased 36 januaryjune 2009 totalling eur 1628 mn eur 1688 mn corresponding period 2008
2694,1,"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",md henning bahr stockmann gruppen praises trend since chains become stronger decisionmaking processes clear
2695,-1,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,operating profit decreased eur 112 mn eur 166 mn
2696,-1,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,net sales decreased eur 916 mn eur 109mn corresponding period 2005
2697,-1,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",finnish textiles clothing group marimekko oyj posted net profit 799 mln euro 104 mln 2006 compared 84 mln euro 109 mln 2005
2698,-1,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",pretax loss totaled eur 12 mn profit eur 21 mn 2004
2699,1,"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",earnings per share eps eur0 03 loss eur0 083
2700,1,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,pretax profit group life insurance business increased eur 36 million eur 27 million
2701,-1,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",1201 pm omx helsinki 25 066 pct 314357 omx helsinki 067 pct lower 1053074 253 mln eur turnover
2702,-1,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",according laavainen raisio food marketing used reactive inconsistent
2703,-1,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,srv lowered net sales estimate whole 2008 due uncertainties housing sales
2704,1,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",result russia import restrictions finnish dairy companies canceled 6 august 2010
2705,-1,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",adpnews dec 1 2009 finnish cutlery hand tools maker fiskars oyj abp hel fisas said today make redundant total 18 office management staff members subsidiary iittala group ltd
2706,1,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",love activision fresh colorful approach rapala fish said kelly brockpahler rapala
2707,-1,Device volume in the area decreased by 21 % to 2.7 mn units .,device volume area decreased 21 27 mn units
2708,-1,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,finnair believes strike cause daily net losses excess eur 2mn due canceled reservations passenger rerouting
2709,1,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,acquisition part ramirent strategy strengthen position selected locations
2710,1,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,loans used finance strategic investments shopping center redevelopment projects refinancing maturing debt
2711,-1,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",temporary layoffs affecting entire workforce also implemented
2712,-1,Net sales have been eaten by the weak US dollar .,net sales eaten weak us dollar
2713,-1,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",omx helsinki index 033 pct lower 936480 omx helsinki cap portfolio index 034 pct 502925
2714,-1,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",operating profit totalled eur 96 mn eur 420 mn year
2715,-1,Sanoma News ' advertising sales decreased by 22 % during the year .,sanoma news advertising sales decreased 22 year
2716,-1,Applying for summer work is seen as laborious and stressful .,applying summer work seen laborious stressful
2717,-1,The situation of coated magazine printing paper will continue to be weak .,situation coated magazine printing paper continue weak
2718,-1,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,chief executive officer ollipekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry
2719,-1,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",operating profits half 08 09 glisten invested brand management team
2720,-1,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",company annual loss amounted eek 18mn compared profit eek 73 mn 2008
2721,1,"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",upgrades include five megapixel camera voice control looks optical mouse instead dpad upgrade clickhappy s60 needed forever
2722,1,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",ragutis based lithuania secondlargest city kaunas boosted sales last year 223 per cent 364 million liters
2723,-1,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",adp news may 29 2009 bank america bofa downgraded today ratings swedishfinnish paper maker stora enso oyj hel sterv finnish sector player upmkymmene oyj hel upm1v underperf
2724,-1,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",operating profit totalled eur 302 mn eur 438 mn year earlier
2725,-1,And U.S. energy executives say high steel prices are threatening energy exploration .,yous energy executives say high steel prices threatening energy exploration
2726,-1,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",q2 2009 profit taxes amounted eur 136 mn eur 268 mn q2 2008
2727,1,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,finnish forest machinery manufacturer ponsse net sales grew eur 513 mn first quarter 2010 eur 375 mn corresponding period 2009
2728,-1,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",finland media group talentum start personnel negotiations cut staff parent company talentum publishing unit talentum media
2729,-1,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",capacity cut 14 passenger load factor 78 percentage points
2730,-1,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",fair value change investment properties eur 158 mn compared eur 229 mn third quarter 2009
2731,-1,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,operating loss amounted eur 09 mn first half 2006 compared profit eur 05 mn first half 2005
2732,1,The optimization of the steel components heating process will reduce the energy consumption .,optimization steel components heating process reduce energy consumption
2733,-1,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",due rapid decrease net sales personnel reductions carried wider scale initially expected
2734,-1,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",additionally company terminate maximum nine salaried senior salaried employees employment contracts
2735,-1,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",vanhanen said strike would extremely damaging 1300 participants reporters begin arrive finland oneday eu summit russian president vladimir putin lahti 100 kilometers 60 miles north helsinki
2736,-1,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,acquisition landsbanken sverige 2009 burdened performance eur 30 mn
2737,-1,It is the most awkward thing to use if you 're holding the phone with one hand .,awkward thing use holding phone one hand
2738,-1,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",1259 pm omx helsinki 25 index 032 pct lower 269481
2739,-1,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,operating profit fell eur 62 mn eur 85 mn third quarter 2007
2740,-1,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",operating result 12month period decreased profit eur0 4 turnover decreased eur5 6 compared 2004
2741,1,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",fair value property portfolio doubled result kapiteeli acquisition totalled eur 26862 12597 million
2742,-1,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",finland metal sector company componenta laying temporarily staff pori mill christmas 2008 till 6 january 2009
2743,-1,As a result some 20 persons will no longer be needed .,result 20 persons longer needed
2744,-1,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,relations city damaged comments mr ashley criticising city investors analysts cry babies
2745,-1,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",issue thieves stealing building sites said mr smith
2746,-1,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,finnish developer manufacturer mobile phone chargers salcomp plc omx helsinki sal1v wednesday 19 november lowered fullyear net sales estimate
2747,-1,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,finnish developer manufacturer mobile phone chargers salcomp plc omx helsinki sal1v wednesday 19 november lowered fullyear net sales estimate
2748,-1,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decreased 692 eur 410 mn eur 1331 mn 2007
2749,-1,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,benefon target lay temporarily permanently 20 salo plant staff
2750,-1,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",profitability ebit 136 compared 143 q2 2009
2751,-1,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,net sales decreased eur 916 mn eur 109mn corresponding period 2005
2752,-1,The first ship has been delayed and is estimated to be completed in spring 2010 .,first ship delayed estimated completed spring 2010
